PM2.5,PM10,CO,NO2,Temperature,Humidity,AQI
244,133,2.82,149,18.0,44.3,241
98,274,1.51,143,19.1,40.2,201
31,49,4.71,115,23.5,28.5,141
101,283,3.83,181,38.1,60.9,261
38,117,4.87,15,23.5,64.8,91
22,134,0.28,45,17.2,47.4,59
219,295,1.5,194,12.3,14.5,300
11,294,1.06,118,12.8,83.5,93
38,280,0.15,184,36.6,88.4,162
222,226,1.29,198,25.6,44.5,277
216,230,3.43,96,35.4,59.1,261
189,234,1.23,79,33.9,46.0,230
36,59,2.59,71,14.7,35.8,83
59,45,4.45,172,15.0,16.2,170
104,46,3.5,9,36.4,46.5,130
216,209,2.03,120,35.2,75.5,233
160,102,1.93,154,23.2,11.4,226
97,189,2.33,122,12.7,56.6,146
53,186,0.97,169,10.4,80.5,99
214,207,3.21,15,20.1,27.4,219
31,188,1.88,48,10.3,24.7,105
180,248,4.28,185,18.1,71.8,245
174,116,3.81,81,24.7,30.4,211
198,35,3.09,122,14.2,25.4,192
106,298,1.88,120,13.6,40.2,196
193,154,1.13,193,41.4,41.4,272
12,45,3.9,71,30.5,79.9,68
200,31,2.48,17,42.7,59.5,166
127,91,1.2,96,22.1,42.5,142
28,152,1.06,15,33.7,52.8,90
32,125,0.91,143,17.2,86.3,67
166,239,3.91,89,31.6,19.1,273
39,196,1.22,89,14.5,26.6,128
48,152,2.68,139,10.1,87.0,85
117,41,2.31,21,42.6,86.6,100
120,288,2.94,52,29.4,24.2,231
34,180,4.4,146,42.4,21.6,236
137,126,4.35,195,21.7,43.7,227
238,298,2.31,196,21.5,14.0,338
120,254,0.18,101,24.0,62.4,164
145,37,2.19,79,34.7,16.2,190
115,261,3.07,197,29.8,14.6,290
195,136,2.83,166,42.4,48.8,269
153,163,3.29,141,10.9,86.6,149
81,224,0.85,81,34.8,44.1,174
138,58,3.27,132,21.6,38.5,176
117,173,0.99,41,16.3,89.8,79
14,195,3.78,34,27.9,52.6,120
12,260,1.76,173,27.7,40.0,186
202,153,3.58,177,14.8,40.9,242
141,65,0.33,51,17.1,25.6,122
113,69,2.1,139,24.3,51.0,151
236,185,3.55,146,24.3,45.1,270
233,125,1.21,52,21.1,31.7,197
73,235,4.0,138,15.2,22.8,209
115,165,3.19,38,10.2,34.9,139
107,91,2.98,105,44.0,50.7,189
244,292,1.83,50,43.0,14.7,319
226,266,2.46,191,26.9,22.3,325
19,205,3.03,74,44.8,85.8,134
158,89,2.42,140,33.6,53.4,199
137,169,3.52,28,12.4,15.1,175
55,265,2.23,71,14.1,65.4,120
240,281,1.09,8,42.1,14.9,287
228,45,1.15,5,32.1,69.1,136
164,159,0.13,38,39.5,70.0,155
75,118,1.57,113,41.4,62.1,154
178,297,3.77,13,25.7,68.6,203
121,70,3.99,67,11.7,17.0,154
22,170,1.09,14,16.6,68.1,43
146,123,4.8,142,12.3,20.9,218
173,108,2.56,182,16.6,37.2,213
95,160,4.59,48,24.4,85.4,124
243,232,3.56,122,14.1,50.2,253
99,252,3.64,180,15.8,87.4,177
67,202,0.52,10,25.6,17.1,137
63,270,1.18,125,21.9,48.2,169
21,28,0.14,156,26.4,15.0,120
218,98,3.61,99,25.0,60.4,203
215,71,1.79,115,32.6,16.3,241
23,288,3.95,190,42.8,24.0,275
130,245,1.76,109,13.8,30.7,196
171,70,4.11,68,13.5,69.9,131
190,205,0.74,188,39.8,23.1,295
130,53,0.95,144,27.7,77.7,125
29,249,1.77,167,36.8,20.6,226
84,150,2.1,75,17.5,12.8,160
153,139,1.81,108,39.0,41.6,215
232,266,3.84,93,42.3,88.4,267
79,211,0.58,10,32.2,18.8,158
65,229,1.82,197,13.7,18.1,207
220,122,4.2,114,41.3,70.1,246
110,152,0.43,192,37.7,35.0,222
195,158,4.72,116,36.3,67.4,243
141,140,4.93,161,11.3,26.0,222
120,113,0.53,170,38.0,46.8,196
134,148,1.53,154,14.8,31.2,186
141,110,1.92,131,17.8,46.1,164
29,111,3.9,140,30.2,71.5,131
147,82,3.02,67,19.3,71.0,122
33,48,3.26,145,33.1,51.3,136
236,229,3.81,159,31.3,84.3,266
163,31,0.68,150,13.8,31.1,154
46,149,4.18,22,33.0,29.2,155
239,192,3.56,81,42.3,59.1,270
222,227,2.93,194,15.6,59.7,257
63,43,4.46,146,30.9,13.7,195
241,118,3.53,143,22.0,58.6,233
112,158,1.09,107,26.1,40.0,169
158,193,2.21,121,20.0,69.8,177
211,48,2.52,21,22.4,74.6,123
47,162,0.37,183,11.0,54.2,116
183,61,4.78,18,44.4,10.1,243
13,227,0.73,61,31.9,60.9,109
197,211,3.52,97,27.5,69.9,220
66,179,2.58,138,23.4,29.9,184
182,83,0.23,118,28.9,47.2,176
29,262,4.63,189,23.3,87.3,174
26,277,4.27,136,22.6,33.8,204
128,171,2.67,143,26.2,27.9,223
80,234,1.22,113,19.7,26.9,180
13,185,0.7,123,16.3,54.7,96
230,50,1.88,96,29.5,86.0,160
23,251,1.35,15,39.5,58.7,126
12,48,2.58,103,15.3,34.3,83
225,214,4.84,12,11.1,61.1,191
238,275,2.92,118,18.6,60.0,255
89,106,4.46,191,44.3,57.8,228
195,168,3.29,153,39.0,22.8,297
64,268,2.43,69,30.9,60.8,165
141,217,4.29,97,42.5,44.4,257
129,63,2.41,156,25.6,11.5,209
33,47,4.36,162,44.4,53.2,174
171,36,1.53,108,20.4,89.1,106
167,146,0.73,103,18.4,38.0,174
91,187,4.29,88,32.3,87.2,157
156,263,2.98,189,23.2,17.7,291
168,95,4.46,77,31.9,68.6,183
197,250,4.7,149,20.7,19.1,302
69,223,0.36,63,31.6,31.9,161
156,267,2.55,35,19.7,55.7,181
58,233,1.94,68,11.8,57.4,111
72,234,3.17,52,41.9,72.0,170
119,177,3.99,27,40.9,59.2,185
220,88,1.47,162,44.0,57.5,246
159,104,2.83,59,35.1,83.0,149
161,286,3.57,11,33.9,46.2,228
118,88,0.76,116,29.6,28.0,170
85,118,4.09,110,14.4,22.9,168
39,235,3.07,102,16.6,42.0,152
67,180,4.75,16,20.1,67.0,114
239,113,1.76,64,41.2,13.4,265
126,193,0.63,56,16.1,20.3,161
168,184,2.58,159,42.3,18.5,294
109,134,0.52,144,28.3,56.8,157
201,239,4.85,145,35.0,29.4,319
28,50,0.29,76,13.9,23.3,66
185,30,3.79,194,19.4,57.4,198
182,149,2.67,129,43.5,70.9,230
237,124,1.91,161,19.3,36.6,241
103,46,0.42,167,20.4,56.3,120
192,246,3.15,64,16.9,17.8,242
122,21,2.97,161,14.5,84.8,105
192,120,1.48,35,18.2,37.0,160
234,40,4.56,81,32.5,89.8,182
155,77,1.59,80,25.9,88.3,112
72,199,2.3,65,29.4,72.3,131
125,39,2.76,6,14.3,11.6,121
122,274,0.59,165,38.1,53.5,237
229,57,4.67,194,37.4,16.9,313
56,167,1.94,125,10.8,81.6,87
212,44,0.5,63,23.4,73.2,122
66,140,2.0,44,12.4,87.8,49
127,45,3.04,181,37.7,58.7,196
54,188,2.62,36,35.8,51.8,143
170,244,3.5,42,41.6,51.5,241
154,20,0.37,96,18.3,40.9,120
207,280,1.49,92,26.0,47.5,243
13,32,4.11,145,16.5,60.8,87
157,67,0.49,89,23.0,84.6,100
249,113,4.29,186,28.3,57.7,274
56,280,0.55,80,11.9,78.6,94
228,297,4.19,132,35.0,79.0,288
152,224,1.87,17,29.0,51.5,175
207,204,3.1,43,39.0,37.8,253
56,194,0.85,27,19.5,61.2,83
87,88,0.42,114,41.6,45.7,157
133,123,1.16,111,45.0,16.5,232
84,265,0.73,96,42.2,40.2,211
112,180,1.63,146,37.2,89.5,169
146,219,2.62,149,38.4,13.9,287
99,235,2.98,28,30.1,65.7,155
153,231,3.97,190,16.7,77.3,217
78,35,3.32,195,33.7,61.9,166
70,224,3.08,38,34.9,55.6,162
147,58,2.12,183,44.5,66.6,207
59,108,2.42,116,28.9,44.3,146
12,275,2.13,142,19.5,17.3,188
214,273,4.23,122,33.9,87.0,260
116,235,1.23,153,44.3,44.6,246
122,191,0.13,169,16.2,63.2,156
103,156,3.29,11,21.4,52.5,125
127,197,1.09,94,29.0,14.4,214
246,96,4.46,17,16.0,86.2,149
207,207,4.31,84,10.8,73.4,190
90,34,0.48,34,21.8,21.9,95
118,233,0.62,163,40.3,88.5,192
60,227,2.53,137,11.5,69.0,132
156,188,3.09,164,25.0,47.8,233
179,299,1.45,20,36.7,58.9,216
44,165,3.61,154,43.4,18.5,237
55,282,3.02,196,44.5,54.8,254
163,23,1.69,176,24.8,15.9,209
78,109,0.22,44,43.3,53.6,124
102,79,3.78,41,11.2,54.2,97
73,35,1.15,82,36.1,80.0,83
174,246,4.19,20,32.5,68.0,207
221,48,2.16,47,18.7,30.0,172
58,170,2.93,67,27.8,81.1,110
158,264,4.38,19,14.5,55.9,182
83,289,4.33,176,40.5,58.5,264
201,98,1.92,141,22.5,23.5,227
14,172,1.12,69,31.9,78.6,82
109,296,3.9,48,15.6,84.5,148
79,298,2.22,24,17.2,72.0,123
99,76,1.04,123,44.7,85.3,136
13,205,4.53,116,36.4,34.2,198
135,112,1.07,127,43.7,78.9,171
240,295,0.23,165,20.4,49.1,268
48,177,0.2,84,15.8,23.1,121
172,294,3.15,104,27.6,63.5,239
138,200,3.34,10,27.3,64.7,156
33,96,1.62,87,16.1,33.0,95
66,170,1.67,35,35.7,12.2,173
109,257,1.76,70,22.7,26.0,196
79,250,3.43,22,16.5,42.0,148
50,37,0.38,32,21.6,23.4,72
191,92,4.65,72,29.7,25.5,232
183,208,1.19,197,35.4,41.3,274
69,36,5.0,118,26.9,86.9,109
117,38,0.94,177,28.4,71.1,135
197,238,3.88,62,14.9,35.6,227
66,139,1.19,179,42.0,86.1,156
40,120,0.5,198,42.5,61.7,163
93,53,4.39,184,33.9,46.4,201
161,103,4.31,168,10.6,47.5,195
226,215,2.08,133,28.8,42.9,266
45,221,3.54,43,32.0,28.6,176
222,30,2.83,110,44.8,40.9,241
167,237,4.28,5,44.9,52.2,237
161,272,1.64,79,40.0,52.2,237
117,241,2.67,92,12.2,70.9,147
115,99,2.48,146,43.4,38.7,218
167,26,1.83,155,31.4,67.3,167
95,291,4.47,175,38.0,56.2,269
229,246,0.91,154,24.3,86.9,220
144,35,0.83,64,21.2,40.8,118
172,31,2.93,159,26.2,82.1,158
192,260,3.32,188,15.1,75.7,236
229,40,1.05,134,22.5,61.0,174
23,197,2.01,171,40.0,62.4,176
129,247,4.74,183,11.3,16.8,265
147,292,1.31,114,15.3,86.0,164
89,153,3.37,23,14.4,18.6,143
153,172,3.73,66,24.1,55.1,184
191,85,2.3,75,44.9,36.4,227
232,156,4.69,199,16.1,44.4,277
115,111,3.71,195,15.1,58.8,177
226,278,2.34,115,42.0,82.7,267
214,122,2.89,137,40.9,46.6,262
79,74,3.49,76,11.1,89.0,60
53,276,3.0,82,36.3,57.4,187
82,120,4.41,193,32.9,22.8,241
54,217,1.85,104,36.9,25.2,200
237,245,1.57,75,27.3,67.3,225
193,256,1.15,11,44.7,14.0,264
116,45,0.29,54,11.5,48.4,70
93,140,0.31,50,18.2,21.9,126
91,201,4.36,76,23.9,44.7,182
116,218,3.42,80,25.7,70.0,171
194,274,3.34,78,42.2,46.7,281
30,141,3.11,146,29.6,23.1,182
205,50,4.26,77,11.6,30.2,183
187,125,2.45,106,24.3,39.4,207
170,243,4.37,98,24.6,15.6,274
228,292,1.86,73,43.8,56.7,280
16,251,4.64,69,31.0,58.6,160
79,275,3.52,197,32.2,15.0,285
136,43,1.36,189,35.0,42.2,197
152,128,2.86,66,37.0,43.1,200
219,210,2.71,24,32.2,36.7,236
169,44,0.78,158,18.3,54.6,150
212,206,3.0,48,40.6,37.7,260
157,135,1.64,199,35.6,43.3,242
225,56,0.36,66,36.0,73.8,157
152,156,4.75,111,44.9,23.0,281
185,246,3.24,129,38.1,59.5,267
208,201,4.4,49,39.0,50.4,255
158,105,3.41,15,43.3,34.4,202
179,72,1.85,166,15.3,68.2,158
163,254,2.61,92,27.4,54.1,221
245,286,3.41,50,30.3,48.2,274
129,119,4.81,116,21.5,63.4,174
137,106,1.34,85,39.4,74.2,152
151,34,4.39,36,36.7,87.8,129
66,120,4.63,102,35.2,60.3,166
174,184,3.39,9,44.9,80.0,189
67,48,4.66,195,19.1,10.1,200
30,133,2.05,33,35.7,52.4,107
91,126,4.77,52,29.3,27.2,183
78,149,3.54,20,21.0,17.5,151
140,103,0.31,157,15.6,52.6,145
96,290,4.54,76,41.4,69.7,223
227,263,2.47,33,30.8,43.0,248
174,233,2.36,184,38.9,63.6,268
225,185,2.88,50,29.1,49.2,225
58,298,0.83,157,17.7,45.0,179
156,78,2.4,27,21.8,33.2,146
124,109,4.17,166,23.4,40.6,208
98,213,0.18,199,44.1,38.0,244
94,142,1.44,98,10.2,61.7,101
137,155,0.11,118,44.5,19.3,233
149,158,2.14,38,44.3,17.4,229
198,248,3.67,164,44.9,62.8,302
178,293,4.01,121,26.7,53.7,265
170,69,4.73,33,43.7,44.4,209
187,137,3.08,13,23.8,22.2,196
126,221,1.35,198,10.9,42.9,200
205,210,4.63,189,17.9,73.2,250
136,200,3.9,43,43.1,81.2,189
243,97,2.91,139,10.5,66.2,190
80,94,3.51,114,29.1,14.8,192
95,40,4.63,73,12.6,63.6,96
42,190,3.59,140,20.0,29.3,180
90,34,1.91,100,13.1,35.2,105
161,230,3.59,123,40.1,25.7,289
70,67,0.3,122,30.7,72.1,96
70,105,1.99,22,41.6,61.9,116
107,168,2.09,106,34.1,58.9,176
37,207,0.92,114,44.0,63.4,160
195,170,0.21,86,27.8,28.9,211
52,160,0.75,181,32.4,45.6,173
178,88,3.31,109,30.2,60.7,191
176,279,4.03,20,26.9,60.9,212
95,28,4.94,25,39.6,73.3,121
186,140,1.8,142,32.6,33.0,242
26,120,3.04,110,38.0,71.6,127
107,168,4.69,136,37.5,45.2,235
207,165,0.92,48,16.7,63.6,151
247,262,3.62,127,32.8,46.5,308
207,260,3.8,140,17.0,85.9,223
107,62,0.54,115,30.4,24.3,160
74,114,4.32,121,33.7,64.0,166
83,245,4.08,130,44.9,56.1,241
94,25,0.26,187,11.1,23.8,130
14,233,0.55,23,13.2,15.3,102
11,225,0.34,68,12.7,73.9,55
31,86,1.74,44,23.9,22.6,101
121,119,2.6,55,38.8,24.9,196
66,31,2.71,141,39.5,88.3,116
75,256,1.41,162,35.8,67.4,197
83,277,4.57,60,41.4,30.0,247
107,154,1.9,85,21.3,57.3,138
153,241,0.32,176,13.1,52.7,195
121,175,1.57,191,12.0,77.6,151
188,161,2.7,147,39.8,68.3,239
134,177,2.1,74,35.6,76.5,165
176,281,1.44,132,34.5,26.9,281
95,248,0.74,130,21.9,61.2,163
85,299,4.11,65,23.3,13.2,232
97,187,4.98,84,43.5,15.5,259
248,66,1.71,125,12.2,67.1,168
177,222,1.97,105,37.1,12.0,279
47,233,3.13,155,20.8,56.4,171
197,265,3.62,81,11.4,77.2,192
68,43,2.02,179,36.0,40.4,170
147,293,4.53,149,21.6,13.6,295
108,63,2.84,189,35.3,67.1,180
201,175,2.31,130,34.8,84.4,213
72,218,3.27,186,28.7,67.4,198
58,181,4.77,184,37.2,56.3,222
201,253,3.99,26,30.3,28.4,258
41,182,0.3,87,20.0,11.2,141
144,135,1.73,171,35.7,65.6,204
30,112,2.41,145,30.6,28.5,163
29,61,1.64,82,10.4,78.7,24
163,229,3.53,99,41.6,47.3,261
136,225,4.15,113,29.1,52.5,227
77,239,3.68,198,40.4,70.3,236
119,299,4.95,114,40.9,72.4,253
125,155,1.44,56,25.6,61.4,135
223,125,4.39,107,27.8,85.1,206
152,137,3.86,105,24.6,88.6,158
129,256,1.87,146,25.7,85.8,184
241,119,3.7,67,41.3,75.9,226
222,280,0.61,32,37.6,66.5,222
88,122,3.97,50,14.4,63.1,106
223,82,2.71,32,31.4,18.3,220
125,194,1.53,6,44.9,31.7,196
101,245,3.31,131,30.8,10.5,260
23,26,3.24,21,37.5,21.0,114
164,146,1.13,63,36.9,45.1,191
134,111,0.25,184,22.3,21.7,199
242,209,2.22,136,23.0,82.1,224
177,72,2.89,81,35.3,74.5,167
67,261,4.4,135,27.5,15.7,249
37,151,4.65,119,30.0,29.9,188
35,131,2.69,169,35.0,75.5,145
122,26,3.79,101,37.2,74.2,147
200,249,2.25,109,19.5,85.6,194
75,175,3.76,28,15.1,89.8,79
162,216,1.1,39,20.2,88.1,124
140,242,1.92,6,27.8,42.8,177
209,269,3.21,37,22.0,30.0,246
53,102,0.19,80,29.9,70.7,80
106,259,3.64,90,11.9,33.9,193
51,282,4.19,142,27.8,74.5,189
236,208,2.06,85,22.9,52.7,228
15,77,2.29,66,28.7,73.5,63
176,28,4.27,47,24.8,32.1,175
189,134,3.9,125,19.9,50.6,212
32,229,1.51,63,41.6,55.1,153
98,60,1.69,13,16.5,85.4,36
132,192,3.43,81,33.8,31.3,226
187,253,2.86,192,42.4,84.9,274
180,97,0.89,67,28.9,74.4,138
156,127,1.62,56,40.7,68.5,167
206,58,4.51,27,14.4,72.9,132
60,138,3.47,34,27.3,58.4,115
20,46,4.93,175,26.0,29.5,165
21,123,3.86,25,10.3,25.2,91
83,93,4.72,47,25.5,79.3,107
17,210,1.16,139,22.9,68.0,116
161,166,3.88,20,33.4,27.1,216
229,274,0.2,27,42.8,59.2,235
50,232,3.39,190,13.0,45.8,184
173,142,2.4,91,21.5,22.7,209
238,225,1.8,35,25.5,52.5,217
94,259,4.33,125,25.9,32.5,237
81,41,4.29,73,37.1,17.7,181
64,278,0.21,138,25.5,47.4,176
146,124,3.09,119,11.0,57.2,153
56,277,1.9,197,34.9,13.8,264
152,223,2.14,63,41.0,42.2,229
185,281,4.18,160,28.0,30.6,308
247,126,1.62,150,30.3,12.5,285
113,270,4.72,81,15.7,20.1,228
219,240,0.98,142,17.7,21.1,262
51,241,3.35,11,18.2,24.6,147
69,277,3.39,41,25.1,74.3,143
221,220,1.34,177,42.5,45.2,300
207,277,1.69,90,28.3,21.8,274
21,244,4.19,20,16.7,18.0,149
139,221,3.83,120,19.3,33.8,226
16,245,1.71,122,23.4,73.8,120
89,255,2.72,18,31.8,39.2,179
140,202,0.4,143,25.4,22.8,219
118,219,1.12,91,23.7,42.3,177
12,265,2.48,166,29.8,54.4,181
36,130,0.52,192,18.5,12.4,163
123,25,4.23,108,12.8,60.2,119
116,255,3.62,145,10.9,41.6,208
49,146,4.72,171,18.8,10.8,210
239,123,3.5,48,13.2,63.9,173
170,256,4.71,32,21.8,67.0,198
229,174,2.82,172,37.1,60.3,277
138,276,3.04,20,35.1,37.4,223
17,254,4.89,54,31.4,52.4,165
110,59,3.25,119,39.8,41.0,191
169,216,0.25,160,19.9,66.0,189
133,292,3.65,72,41.0,56.7,244
185,283,4.54,96,24.0,16.5,292
116,76,4.0,125,24.0,61.4,157
110,117,2.96,192,24.2,65.0,179
13,156,3.39,144,13.4,39.7,131
231,106,4.95,20,44.1,80.1,212
207,261,0.54,57,14.8,77.4,162
119,218,3.37,186,21.9,24.0,252
28,103,1.49,53,21.2,82.3,41
41,261,3.24,168,12.6,45.3,178
146,271,3.08,66,15.3,67.9,174
21,209,0.85,88,11.6,75.1,65
148,171,1.11,158,20.2,50.4,189
55,297,3.15,60,40.3,41.9,210
128,158,0.73,124,21.9,83.2,128
25,195,1.4,94,14.3,28.5,122
138,27,4.19,154,32.6,30.6,215
72,254,1.7,124,44.9,38.9,229
118,182,2.49,77,18.1,78.8,126
128,68,4.71,73,19.8,85.1,115
30,57,1.21,181,44.0,27.6,177
167,155,2.01,102,16.3,79.1,144
22,238,3.07,6,27.9,30.7,140
171,53,3.8,57,18.4,87.7,111
13,98,4.52,123,42.6,57.8,157
165,255,4.59,11,44.4,10.6,287
111,292,3.91,152,38.5,12.7,307
232,180,1.22,162,21.0,21.8,267
68,194,0.22,79,24.1,25.0,149
137,240,1.98,99,18.5,71.4,165
36,28,0.79,199,41.2,27.8,168
78,132,3.58,191,42.0,87.5,187
34,224,3.34,198,24.7,60.9,185
140,205,0.32,7,33.0,65.4,138
106,216,4.2,188,15.8,27.4,239
205,285,1.32,83,25.2,81.4,203
34,281,2.22,21,32.1,63.4,132
157,267,3.37,116,23.5,79.2,206
171,134,2.2,56,22.5,86.5,128
163,140,2.26,11,10.0,20.1,150
135,160,0.42,116,38.2,17.7,224
142,84,2.07,137,41.1,74.3,179
236,295,3.85,58,43.9,79.3,276
198,258,4.58,65,35.2,56.7,261
229,29,2.13,113,29.2,39.3,208
230,252,2.18,20,19.4,62.2,197
18,214,3.54,199,45.0,34.5,243
125,31,4.72,191,30.6,29.1,227
239,196,1.41,51,33.8,49.1,231
187,196,2.26,52,33.9,27.3,236
143,236,4.0,125,39.6,48.7,262
220,30,3.09,68,10.3,86.5,111
69,137,0.64,54,17.7,77.2,61
181,183,3.18,45,33.3,85.3,176
130,58,1.02,26,41.3,74.5,111
148,72,2.6,119,34.0,38.4,198
203,237,2.69,186,24.5,75.0,247
184,225,4.39,9,22.7,83.8,168
117,75,2.37,149,35.8,85.8,150
117,137,1.47,105,35.9,64.7,163
210,272,1.23,82,31.2,26.9,267
222,287,4.38,45,20.2,13.2,286
225,199,0.94,96,42.4,21.8,283
235,254,2.19,167,29.3,87.2,253
223,215,1.02,172,37.7,47.0,283
140,99,3.89,26,17.5,78.4,105
85,154,2.42,180,22.0,47.2,181
229,41,1.82,57,40.6,62.9,186
39,244,1.87,97,11.8,11.9,161
227,77,4.28,14,27.9,30.0,210
249,112,2.81,150,26.9,44.9,255
30,211,3.62,53,36.3,60.5,147
165,122,4.5,75,19.9,23.7,210
227,26,4.52,162,17.7,71.2,195
199,147,1.71,23,42.4,39.2,215
170,74,4.77,59,30.0,75.4,163
222,250,0.22,192,13.7,17.8,274
172,81,1.95,25,16.8,64.4,109
189,259,4.49,30,45.0,33.5,285
43,109,1.45,32,16.8,73.6,41
50,251,1.44,171,31.4,42.2,203
60,252,1.58,165,24.7,63.2,173
184,171,3.1,44,41.0,84.7,189
91,164,2.25,33,36.4,11.7,191
67,149,3.66,24,30.9,10.9,175
84,160,4.49,24,10.4,71.6,93
194,112,3.4,78,40.8,61.7,215
32,133,1.1,144,25.6,33.4,142
185,162,4.67,124,42.6,49.6,273
137,242,1.4,101,27.3,13.4,236
159,251,0.83,124,34.3,25.4,255
26,52,0.54,29,12.4,44.0,26
78,295,2.86,157,36.1,76.7,214
117,189,0.66,8,21.8,48.4,120
148,159,0.78,8,22.3,56.9,120
103,220,1.57,141,14.2,79.9,138
24,42,1.48,147,15.1,34.7,93
100,243,3.06,30,16.5,66.1,132
172,289,4.1,83,21.5,78.9,210
42,172,3.83,94,41.2,26.2,204
221,104,1.39,75,22.9,38.5,192
134,128,1.3,164,35.4,88.4,166
25,50,4.83,80,12.9,88.7,44
171,248,0.14,103,30.7,27.9,236
75,259,4.41,184,26.9,15.3,271
236,160,1.08,131,44.2,31.7,285
177,175,4.74,36,39.6,41.8,240
165,118,1.78,13,25.9,45.3,147
56,66,2.26,82,37.1,59.5,117
176,86,3.56,17,16.8,82.0,107
207,81,2.98,188,29.7,36.4,255
210,128,1.66,128,12.6,78.0,158
157,186,2.81,176,22.2,17.5,259
133,56,3.68,100,17.9,13.3,182
10,138,0.31,87,35.2,50.3,104
209,105,0.15,162,27.2,14.8,241
96,71,2.34,148,36.3,41.4,183
137,110,0.75,144,28.0,81.7,140
200,223,3.36,198,13.0,29.3,276
76,257,1.15,22,35.7,66.5,140
13,174,2.22,145,39.2,34.2,183
195,259,1.07,97,41.6,13.6,294
162,155,2.79,28,30.0,54.5,172
56,83,0.67,106,36.4,76.8,98
47,142,0.21,144,36.3,42.8,155
152,273,0.35,64,15.5,59.4,158
200,133,4.78,64,15.7,82.0,162
30,39,0.8,104,12.5,73.2,28
236,35,3.57,5,21.2,25.5,183
66,164,0.43,47,26.6,68.7,89
126,227,0.63,59,44.9,50.2,200
190,38,2.59,172,25.1,69.7,181
55,185,2.38,196,35.4,49.6,206
151,57,4.76,38,34.3,20.2,203
237,200,4.73,38,17.2,55.6,219
213,124,3.92,180,12.0,49.4,229
154,119,3.05,165,29.1,51.4,215
48,109,2.33,162,34.5,80.3,133
146,98,1.85,114,44.9,81.6,174
108,92,4.74,88,22.6,46.3,163
86,195,3.05,94,41.4,46.5,205
216,115,2.94,83,23.4,51.2,200
219,122,1.24,75,34.1,51.6,205
124,243,0.33,75,30.9,86.0,144
234,25,4.73,118,11.9,62.0,180
143,141,1.64,33,12.7,32.2,136
228,255,2.27,155,10.7,52.5,244
160,135,0.66,166,23.0,60.2,179
196,182,4.2,147,36.1,61.2,264
100,245,0.24,101,16.0,56.8,141
107,249,4.19,57,31.2,24.2,231
129,201,0.79,149,20.1,12.7,219
55,268,4.44,68,37.9,37.0,218
47,229,3.68,65,37.9,44.2,186
151,163,0.91,189,37.1,14.9,268
109,115,2.87,112,28.4,75.2,144
81,263,1.63,41,20.0,37.5,154
199,105,0.97,139,38.3,83.1,189
44,203,4.31,12,16.5,22.4,141
156,140,2.08,82,20.1,14.6,199
39,111,2.05,72,16.4,48.6,86
87,89,0.93,25,33.6,25.1,131
93,152,1.98,193,34.0,85.0,172
122,298,4.37,98,32.8,10.8,288
34,156,1.88,79,24.5,43.0,120
177,206,4.76,161,13.5,84.1,205
97,240,4.74,157,41.9,40.8,273
23,65,0.81,190,27.8,17.4,153
163,297,0.97,146,24.2,34.2,252
111,211,4.33,82,30.6,49.8,206
224,27,2.02,70,16.7,24.8,176
159,295,0.12,186,14.6,47.3,225
185,198,1.44,199,24.2,76.9,217
92,58,3.03,162,18.0,79.8,114
119,197,4.02,150,18.6,13.9,242
188,181,0.75,58,41.2,22.9,238
140,123,0.64,104,28.6,32.0,180
179,180,4.62,25,26.9,57.6,195
28,142,3.78,57,34.1,38.9,146
210,73,2.99,87,43.3,77.5,200
37,53,3.87,148,13.9,67.3,92
221,261,2.2,160,39.2,18.0,335
182,132,3.82,8,30.4,60.0,172
80,42,1.92,59,15.1,19.0,106
215,65,1.3,19,20.4,30.4,157
72,154,3.67,68,26.9,24.2,175
82,137,2.16,197,34.2,23.8,227
133,208,4.91,116,18.5,59.3,202
128,150,1.81,148,28.7,55.1,188
130,231,4.62,122,34.0,24.1,273
28,132,4.67,24,25.7,89.2,72
184,63,1.29,68,40.2,43.7,187
151,147,4.01,37,40.4,17.8,237
129,177,2.22,85,26.5,19.6,207
175,292,4.6,130,44.1,56.7,304
190,64,2.31,73,12.6,88.3,103
70,127,3.75,190,10.1,55.8,151
173,238,2.39,171,23.3,85.9,210
177,196,1.22,168,31.0,45.5,243
218,247,1.08,98,32.0,44.9,252
39,210,2.18,72,26.7,50.0,136
18,179,3.8,91,14.4,65.8,100
73,286,3.06,25,16.0,39.4,155
170,209,3.47,67,39.8,79.1,209
129,194,1.48,89,40.4,12.3,241
61,164,2.46,138,33.6,45.2,181
98,251,0.32,28,33.2,50.9,154
151,223,4.11,115,30.9,58.6,232
212,232,4.95,185,17.1,32.1,301
62,59,2.09,99,25.0,44.2,114
236,294,0.15,87,34.4,48.8,262
242,101,0.93,106,28.8,65.0,195
196,200,3.3,82,10.7,71.9,173
87,102,3.1,182,43.4,69.0,195
231,281,3.96,128,39.6,37.3,332
50,291,1.34,144,19.1,90.0,131
205,219,3.84,188,31.6,77.9,267
77,259,3.47,124,42.3,30.8,254
229,199,1.68,19,13.4,25.6,199
17,190,2.77,87,27.6,35.1,148
11,196,0.82,172,26.0,46.2,147
114,256,2.32,173,24.4,78.1,196
134,157,4.42,10,39.2,72.3,168
119,148,2.16,71,23.3,78.1,122
95,68,4.21,165,12.2,31.8,168
178,183,2.99,175,12.3,57.5,210
129,296,1.04,126,11.5,32.7,204
136,135,2.95,153,24.3,18.7,229
